Node_Id_1,Node_Id_2
104066691,245396123
104066691,3359851
104155395,100649666
104155395,105643923
104155395,119121697
104155395,141021153
104155395,15993650
104155395,161418822
104155395,17610785
104155395,18776017
104155395,18963070
104155395,22784458
104155395,3359851
104155395,51899148
104155395,97225858
1042101,14389031
1042101,796155
104215094,41183891
104352067,105004950
104352067,112432842
104352067,112911033
104352067,14609321
104352067,14922225
104352067,15216860
104352067,175479505
104352067,18776017
104352067,19413393
104352067,20152005
104352067,203781042
104352067,215180009
104352067,22784458
104352067,24945163
104352067,25344641
104352067,26281970
104352067,278707020
104352067,28719244
104352067,42361118
104352067,47161442
104352067,6080022
104352067,72245548
104352067,81678820
104380083,15186910
104380083,16792453
104380083,20564165
104380083,41719612
104380083,5539522
104446638,280515903
1045751,1000591
1045751,1422311
1045751,14251443
1045751,14834340
1045751,15087011
1045751,15533709
1045751,15865878
1045751,16296057
1045751,1717291
1045751,1754641
1045751,18267597
1045751,37570179
1045751,3829151
1045751,6017542
1045751,759251
1045751,8962882
10481072,115485051
10481072,14414761
10481072,153457964
10481072,15666380
10481072,20398474
10481072,22643137
10481072,31353077
10481072,7076492
10481072,9480732
104937383,234270825
104945231,81409072
104948524,119121697
104948524,22784458
105000030,24820171
105000030,309325161
105000030,365500449
105001809,22109106
105001809,273201528
105004950,104352067
105004950,119544419
105004950,144723989
105004950,145987948
105004950,146502645
105004950,14922225
105004950,15666408
105004950,179938907
105004950,18176640
105004950,18776017
105004950,238629864
105004950,26281970
105004950,3359851
105004950,38684785
105004950,42361118
105004950,43170475
105004950,47161442
105004950,47584677
105004950,5469072
105004950,5650332
105004950,59414975
105004950,6080022
105004950,71268322
105004950,7925002
105019721,175865603
105019721,51166558
105119490,158314798
105119490,19982092
105119490,209708391
105188851,18941809
105219917,82672036
105219917,97607130
105231564,14922225
105231564,15739966
105231564,172747510
105231564,19413393
105231564,39254008
105241998,13626882
105241998,15539347
105241998,15666380
105241998,15881026
105241998,16239185
105241998,16660451
105241998,17980497
105241998,19960690
105241998,20597896
105241998,22027186
105241998,23404483
105241998,25920053
105241998,287378902
105241998,30520303
105241998,36008477
105241998,3678391
105241998,46582537
105241998,734493
105241998,81501774
105241998,81831642
105241998,82661220
105250713,14179822
105250713,15829688
105250713,15874998
105250713,33276161
105250713,4230121
105261118,149657313
105355094,45767081
10545,10336822
10545,11718
10545,12047992
10545,12633712
10545,12707
10545,12938
10545,13811562
10545,14257869
10545,14327450
10545,14805097
10545,25993
10545,33233
10545,3716111
10545,51518017
10545,624683
10545,652193
10545,7552082
105460294,134970740
105460294,175007442
105460294,94083233
105513809,141161453
105513809,2384071
105513809,357359582
105513809,5191991
105513809,5649672
105525951,14865325
105585149,125120339
105585149,140533066
105585149,221829166
105585149,34428380
105585149,43003845
105585149,81704742
105601382,31353077
105643923,22784458
105836355,3829151
105953687,11196572
106305731,25884760
106305731,34690781
106336584,278286687
10638362,11253262
10638362,1175221
10638362,2384071
10638362,3000121
1064051,135221192
1064051,14132461
1064051,1422311
1064051,227655627
1064051,303978541
1064051,3496641
1064051,55333704
1064051,83720294
106624722,164128172
106750838,7888452
106812177,135901215
106812177,186222427
106812177,205092059
106812177,211982196
106812177,220908143
106812177,224915001
106812177,242581035
106812177,268148190
106812177,33724407
106812177,37586790
106812177,43955724
106812177,54905692
106812177,78475988
106812177,95584250
106816456,10742132
106816456,15091978
106816456,18943752
106816456,20801235
106816456,21153379
106816456,28471924
106823281,135039839
106823281,172887151
106823281,177345928
106823281,19562228
106823281,37591459
106823281,89014429
106892976,139538573
106892976,34428380
106892976,43003845
106895787,15091978
10696062,115485051
10696062,129008851
10696062,14299859
10696062,14377838
10696062,14521617
10696062,14610469
10696062,14632458
10696062,14720416
10696062,14740219
10696062,15666380
10696062,164722405
10696062,17220817
10696062,177430030
10696062,25464811
10696062,295368995
10696062,3829151
10696062,470309837
10696062,58025433
10696062,7888452
10696062,82507674
10696062,8596922
10696062,94881967
107028597,13208432
107028597,21355321
107063109,16570302
107346052,67367198
107346052,85321222
107377990,11161852
107377990,11211372
107377990,17019535
107377990,8295072
10742132,103080181
10742132,106816456
10742132,197295132
10742132,20801235
10742132,21153379
10742132,28471924
1074431,14752473
1074431,16721808
1074431,18281536
1074431,24673002
1074431,29703891
1074431,33464639
1074431,64298571
1074431,65403323
107475702,66514690
107568836,61627015
107570509,15666380
107575731,15249171
107575731,17870415
107575731,194397899
107575731,2898611
107575731,34705238
107575731,366477087
107575731,78449827
107575731,9026642
107868698,164081884
107868698,22363892
107868698,241214783
107868698,262175196
107868698,3359851
107868698,5402612
107872957,20464600
107872957,48459607
107883061,120582648
107883061,320360672
107883061,49433757
107883061,65201410
107883061,80983340
108137800,104066691
108137800,119121697
108137800,15993650
108137800,161418822
108137800,18776017
108137800,204089551
108137800,206570317
108137800,22784458
108137800,237562358
108137800,278707020
108137800,280619103
108137800,28719244
108137800,333151960
108137800,3359851
108137800,47161442
108137800,51899148
108137800,74258922
108171720,5392522
108338186,13919072
108360635,121533789
108360635,134548250
108360635,197504076
108360635,204317520
108360635,221829166
108360635,229270908
108360635,34428380
108360635,43003845
10838032,52422878
108382988,110509537
108408220,76299612
108562201,14085431
108669535,15515919
108669535,38190358
108669535,46114108
108669535,64498671
108682658,16954497
108682658,19413393
108682658,27782753
108682658,37170886
108682658,43170475
108682658,65333872
108704423,15176366
108704423,19238557
108704423,29756727
108704423,75783213
108733368,14843763
108733368,3829151
108757480,121533789
108757480,19358562
108757480,20967776
108757480,30734523
108757480,34428380
108757480,376276256
108757480,41410903
108757480,43003845
108757480,45266183
108757480,60361873
108766329,134548250
108766329,446689935
108766329,58545637
108766329,62557485
108766329,8360682
10894562,15091978
109023,618593
109055199,149945681
109055199,70722719
10917562,115485051
10917562,15993038
10917562,21066137
10922752,24980246
109233627,14075195
109233627,14513917
109233627,20436922
109233627,3775301
109241118,36349838
109299385,14049145
109299385,44317593
109303622,338596872
10935622,10068722
10935622,14303355
10935622,16497976
10935622,1758271
10935622,18087370
10935622,18939033
10935622,224257403
10935622,28539923
10935622,7780852
10938882,14417250
10938882,19695915
10938882,22213896
10938882,43621019
10938882,6608332
109571377,180419242
109571377,18194898
109571377,336179304
109571377,351621695
109571377,87520051
109594284,118921133
109594284,13282032
109594284,15176366
109594284,19238557
109594284,20436922
109594284,21056214
109594284,21220972
109594284,64776896
109594284,75783213
109615563,16551172
109615563,69427169
109684818,23518723
109684818,24581397
109684818,26329195
109713742,187773078
109713742,19349053
109713742,34428380
109713742,43003845
10983152,59697912
10983152,627303
109957560,165842017
109957560,403744633
110146676,214634317
110292205,15216860
110292205,161418822
110292205,18776017
110292205,22784458
110292205,3359851
110292205,371652337
110365072,115485051
110365072,41073372
110415837,13213122
110415837,21048995
110415837,2557521
110415837,32135704
110509537,108382988
110512554,295861838
110520327,14231571
110520327,17104751
110520327,18623616
110536872,13390772
110536872,14154272
110536872,14323373
110536872,18327788
110536872,249644051
110536872,297856522
110536872,407347022
110566971,49574044
110566971,70314632
110569987,245771566
110569987,250746940
110569987,272275628
110569987,42040091
110569987,68270773
110582871,156993129
110754412,416401061
110755733,133293426
110755733,134575585
110755733,14181135
110755733,183721007
110755733,190784400
110755733,20489648
110755733,24278900
110755733,27988939
110755733,28165335
110755733,292040687
110755733,30436208
110755733,320551676
110755733,34621763
110755733,45481417
110765351,115485051
110775353,14335028
110775353,14888217
110775353,15790000
110775353,16618135
110775353,16672738
110775353,18162990
110775353,21302364
110775353,44389584
110775353,50036579
110782321,115485051
110782321,15962096
110789343,23092890
110873609,168769498
110873609,18559368
110873609,30100474
111025087,42856821
111040972,20729576
111040972,42736164
111040972,97695104
111057593,54680316
111268117,3359851
111364887,784304
11161852,11211372
11161852,15117984
11161852,18164420
11161852,18736652
11161852,25843787
11161852,32177485
11161852,48802020
11161852,55433240
11161852,8550312
11161852,9877032
11176202,1242511
11176202,12477472
111836749,128234153
111836749,135323628
111836749,21174149
111836749,22158430
111836749,238892982
111836749,257461063
111836749,284430121
111836749,42994378
111836749,97575435
1118781,1468951
1118781,991221
111920546,167099490
111920546,18032579
111920546,21524045
111920546,23057950
111961058,14324319
11196572,105953687
112035996,47359148
112111406,101224288
112111406,16708728
112111406,22256645
112111406,23431080
112111406,25870048
112111406,28925243
11211372,109571377
11211372,11232892
11211372,13691782
11211372,138820859
11211372,14710129
11211372,18164420
11211372,18194898
11211372,219069031
11211372,24919888
11211372,306128912
11211372,375971107
11211372,87520051
112115650,120527521
112115650,121533789
112115650,124528830
112115650,188186842
112115650,19358562
112115650,204140367
112115650,204317520
112115650,217796457
112115650,30734523
112115650,327102622
112115650,34428380
112115650,380580781
112115650,41110545
112115650,43003845
112115650,440963134
112115650,446010132
112115650,71487626
11212862,115485051
11212862,24980246
112146443,115485051
112263465,129829764
112263465,347661226
112263465,381090926
112263465,65137552
112263465,90959399
112295570,34428380
112295570,39605847
11231872,15976697
11232892,109571377
11232892,11211372
11232892,14710129
11232892,180419242
11232892,18164420
11232892,18194898
11232892,244208830
11232892,87520051
112344837,18059500
112344837,18731347
112344837,266369226
112344837,306232814
112344837,6017542
112344837,8032822
112432842,104352067
112432842,18776017
112432842,28719244
11250,10336822
11250,12158
11250,13811562
11250,16316738
11250,4664501
11250,7552082
11250,774280
11250,8115462
11253262,10638362
11253262,11667452
11253262,1175221
11253262,14046322
11253262,14503316
11253262,2384071
112758378,10305212
112758378,105250713
112758378,14179822
112758378,14227938
112758378,15874998
112758378,19242665
112758378,27123985
112758378,33276161
112758378,4230121
112758378,97311396
112758378,9930742
112829129,249262601
112829129,29756727
112829129,42739048
112829129,56927820
112829129,6144362
112909007,15036232
112909007,68604037
112911033,104352067
112911033,124524869
112911033,158604849
112911033,180703296
112911033,217300535
112911033,222476942
112911033,25344641
112911033,26281970
112911033,3359851
112911033,475855047
112911033,81678820
113195068,127973392
1133971,1315011
1133971,14253068
1133971,156657374
1133971,187818539
1133971,2206131
1133971,372316916
1133971,8384012
113461921,59181983
113468486,18995500
113471008,115485051
113497402,12681982
113497402,12861412
113497402,14983833
113497402,15217406
113497402,15294692
113497402,16163300
113497402,17037417
113497402,20152005
113497402,25473689
113497402,43205927
113497402,69679166
113497402,9984332
113576014,12970892
113576014,14922225
113576014,15839551
113576014,19613737
113576014,22363892
11360562,10545
11360562,14805097
113615592,14613514
113615592,14837190
113615592,81409072
113736194,126426000
113736194,134979402
113736194,301080116
113755236,115485051
113755236,38259087
113763153,115485051
113763153,121825928
113763153,122155114
113763153,14229096
113763153,147583730
113763153,151060603
113763153,170113817
113763153,17346342
113763153,199998684
113763153,205796659
113763153,222621758
113763153,22784458
113763153,241211254
113763153,24221229
113763153,243032656
113763153,245141097
113763153,25473689
113763153,277880296
113763153,288118470
113763153,29016037
113763153,34739121
113763153,368411864
113763153,41183891
113763153,43510041
113763153,46450482
113763153,50206183
113763153,65981257
113763153,67751089
113763153,68721382
113929231,233182045
113929231,43003845
113929231,57022252
114005836,40796938
114135209,32531517
11415842,1847381
11415842,5252871
11420652,14531269
11420652,16792453
11420652,20436922
11420652,23991290
11420652,241214783
11420652,4052871
11420652,7410792
114217953,115485051
114217953,15962096
114284807,885321
114363695,126571725
11439162,5650332
114455798,331878888
114567206,127809307
114567206,158754689
114567206,22931151
114567206,54555320
114607562,120080638
114607562,138733132
114607562,24793429
114607562,261730700
114607562,27291591
114607562,41825972
114636253,115485051
114636253,11625912
114636253,116485573
114636253,15186910
114636253,15398649
114636253,16792453
114636253,18713759
114636253,20564165
114636253,20617205
114636253,21123687
114636253,21341573
114636253,21458147
114636253,27403903
114636253,28743809
114636253,28947498
114636253,391151883
114636253,3991341
114636253,41719612
114636253,5539522
114636253,7344392
114724662,18761076
114724662,20519566
114724662,20785993
114853941,24673002
114868049,125481462
114868049,15962096
114868049,19658506
114868049,20727819
114885421,118628994
114885421,14922225
114885421,17552077
114885421,18776017
114885421,19563357
114885421,204504131
114885421,21110900
114885421,22394772
114885421,226179592
114885421,226983463
114885421,23742633
114885421,242644364
114885421,3359851
114885421,85215038
114971521,2557521
114971521,43403778
114998059,122152316
114998059,18672419
114998059,19388771
115018983,21478442
115018983,30871552
115018983,3779381
115018983,50004191
115018983,73746000
115113945,218918529
115236840,338586073
115236840,51560113
115262410,19242665
115262410,27123985
115262410,4230121
115430047,14922225
115485051,116485573
115491854,105836355
115597898,16672159
115597898,32135704
115597898,360099026
115742788,140203448
115756609,18657460
115756609,22089103
115756609,25529235
115756609,292482700
115756609,342151431
115756609,47427860
115756609,59537880
115756609,65444102
115877028,346897494
115976325,155951259
115976325,34428380
115976325,43003845
116008383,34428380
116081221,10810102
116081221,66976790
11625912,114636253
11625912,115485051
11625912,116485573
11625912,15186910
11625912,16792453
11625912,21123687
11625912,28947498
11625912,31353077
11625912,5539522
116325497,148496087
116325497,24581361
116325497,28620933
116375449,41183891
116485573,115485051
116503700,125415715
116503700,17293795
116503700,18811788
116503700,19728966
116503700,19818205
116503700,19879321
116503700,25448800
116503700,29476717
116503700,3679651
116503700,51604309
116503700,73364069
116503700,7718462
116503700,80845451
116503700,82132377
116503700,94382137
116550950,14129299
116550950,14819030
116550950,16472065
116551396,16069548
11667452,11253262
11667452,1175221
11667452,14503316
11667452,15000527
11667452,21778016
11667452,21909890
11667452,2384071
116710152,108382988
116710152,115485051
116710152,19081001
116710152,6017542
116710152,89503894
116729192,17220934
116729192,298397436
116807493,101633415
116807493,127973392
116807493,142356013
116807493,14983833
116807493,156125022
116807493,17552077
116807493,18069427
116807493,18776017
116807493,20075644
116807493,20152005
116807493,23452335
116807493,25344641
116807493,27641634
116807493,33952755
116807493,34556176
116807493,38108292
116807493,42361118
116807493,43170475
116807493,69679166
116920971,41821178
116970668,15962096
116994659,107225267
117177384,156004026
117177384,253091523
117177384,34428380
117177384,43003845
117177522,11811992
117177522,16570302
117177522,31188700
11718,10545
11718,12707
11718,12938
11718,25993
11718,33233
11718,6814192
11718,77483
11718,877421
117214388,119551509
117214388,38847247
117267404,14669951
117267404,15976697
117298664,19538986
117298664,25589776
117298664,77504008
117298664,9695312
11736562,100136358
11747492,130803896
11747492,14390493
11747492,184543773
11747492,57602185
11747492,92614042
117512842,17049486
117512842,21816902
1175221,11667452
1175221,15101375
1175221,15865878
1175221,21778016
1175221,21909890
1175221,2384071
1175221,3829151
1175221,66369181
1175221,76936279
117586237,149972576
11762492,164081884
11762492,203261300
11762492,241214783
11762492,64824726
117828741,61311054
117992827,115485051
118086392,100518634
118086392,34428380
118086392,43003845
118086392,47070076
118086392,85102611
11811992,117177522
11811992,19089252
11811992,31188700
118135933,149461965
118135933,189256740
118135933,234018448
118135933,254123924
118135933,310639938
118135933,384452872
118135933,410238229
118237998,115485051
118237998,87092002
118251928,110789343
118251928,167025048
118251928,17066312
118251928,349199740
118251928,70416263
118253507,102264848
118253507,109571377
118253507,17019535
118253507,180419242
118253507,47306483
118321535,3829151
118321535,7093352
118369820,16279527
118369820,24980246
11856092,2384071
11856092,3829151
11856092,734493
11856092,784304
11856892,16129920
11856892,7744592
118628994,204504131
118628994,22394772
118628994,226179592
118648844,20437993
118648844,37170886
11866022,19538986
11866022,205710774
11866022,25589776
11866022,25884760
11866022,32385762
11866022,32518238
11866022,43003845
11866022,46466740
11866022,59857602
11866022,9695312
118682862,25761202
118756393,14669951
118756393,15976697
118756393,15985455
118756393,169207084
118756393,18805644
118756393,19553409
118756393,22055109
118756393,27234253
118756393,28264799
118756393,66369181
118756393,84129740
118787363,128578808
11883132,1000591
11883132,14834340
11883132,15865878
11883132,16296057
11883132,1717291
11883132,18267597
11883132,2384071
11883132,2459371
11883132,37570179
11883132,3829151
11883132,6017542
118970380,18499559
118970380,18518388
118970380,36686415
119121697,104066691
119121697,104155395
119121697,104948524
119121697,105643923
119121697,141021153
119121697,15993650
119121697,18776017
119121697,18963070
119121697,204089551
119121697,22784458
119121697,3359851
119121697,51899148
119162664,198267510
119162664,68270591
119174881,94083233
119332868,177345928
119332868,223467350
119332868,45772968
119332868,474439904
119345450,122697863
119345450,138010182
119345450,155507136
119345450,214246889
119345450,36922031
119347138,14255759
119509520,17929027
119509520,28165335
119544419,47161442
119551509,117214388
119643719,20759034
119713144,15119140
119713144,15231995
119713144,16991520
119713144,22334880
119761719,565119417
119849780,16097061
119849780,2660761
119849780,754556
119879374,19208457
119879374,21814671
119879374,22027186
119952649,175767720
119952649,176150016
119952649,27641795
119952649,277103040
119966935,481656972
120001994,43003845
120001994,57386237
120001994,81704742
120051559,122697863
120051559,155507136
120051559,214246889
12006882,115485051
120080638,114607562
120080638,138733132
120080638,24793429
120080638,261730700
120080638,41825972
120181846,34428380
120181846,43003845
120181846,45638695
12023102,226364572
120459837,14586891
120459837,15993038
120459837,190957611
120459837,20737911
120459837,24971876
120459837,25460763
120459837,25473689
120459837,303096322
120459837,353586302
120459837,378450578
120459837,386356694
120459837,437102741
120459837,82919140
120459837,9103242
12047992,10545
12047992,12707
12047992,12938
12047992,13600352
12047992,14231571
12047992,25993
120550846,10810102
120550846,115485051
120550846,36686415
120582648,107883061
120582648,320360672
120582648,49433757
120582648,65201410
120582648,80983340
120582648,85676461
12072102,15045318
12072102,16279527
12072102,24980246
12072102,5378272
120790661,23464695
120790661,330017427
120790661,349177010
120790661,58545637
120921934,101435350
120921934,246064878
120921934,31353077
120957738,33439720
120957738,35026264
120957738,54285787
120957738,58903937
121114678,115485051
121174595,115485051
121174595,14301982
121174595,191583432
121174595,25473689
121174595,25534991
121174595,35157578
121174595,43439975
121174595,78428740
121468302,15690249
121468302,21316821
121468302,2788841
121533789,43003845
121568833,115485051
121568833,33276161
121570801,36390527
121570801,53971402
12158,10336822
12158,11250
12158,13567
12158,14334873
12158,14849130
12158,15643073
12158,409823
12158,4664501
12158,7552082
12158,774280
121626258,115485051
121626258,24980246
121753146,20425367
121825928,113763153
121825928,115485051
121825928,122155114
121825928,129984134
121825928,151060603
121825928,152054672
121825928,15216860
121825928,15665482
121825928,15702621
121825928,16874703
121825928,170113817
121825928,185699666
121825928,18776017
121825928,214201922
121825928,216755058
121825928,22784458
121825928,245141097
121825928,3359851
121825928,34739121
121825928,72245548
121825928,97319539
121887978,643443
12199012,115485051
12199012,14865325
12199012,17637428
12199012,17638336
12199012,17639424
12199012,57537292
12199012,59253925
12203692,3713811
122152316,150956425
122152316,448702432
122155114,121825928
122155114,147583730
122155114,151060603
122155114,194044008
122155114,222621758
122155114,224581852
122155114,245141097
122167377,30100474
12217962,110520327
12217962,14231571
12217962,17058403
12217962,18623616
12217962,652193
12217962,7282592
122216533,15797309
122216533,24884768
122216533,300898900
122216533,369816753
122216533,480735701
122216533,53717630
122216533,64742479
122216533,95023423
122250398,105250713
122250398,14179822
122250398,15874998
122250398,9930742
1223101,1270041
122439303,14996566
122439303,151711230
122439303,15578992
122439303,160062130
122439303,17346342
122439303,235246701
122439303,24353066
122439303,25534991
122439303,259984813
122439303,271668181
122439303,273316919
122439303,339811914
122439303,357796621
122439303,361229415
122439303,361345526
122439303,43170475
122439303,58025433
122439303,7668362
122439303,8596922
122439303,92905910
122439303,96531876
122480889,115485051
122480889,15186910
122582802,15666380
122582802,15929318
122697863,120051559
122697863,214246889
12273252,12309582
12273252,138859804
12273252,1422311
12273252,14231571
12273252,17104751
12273252,18346587
12273252,2317861
12273252,275686563
12273252,3496641
12273252,3829151
12273252,55333704
12273252,6017542
12273252,65119912
12273252,652193
12273252,8955282
122740036,20758393
122740036,215779263
122740036,28191307
122740036,315518939
122771847,20464600
122771847,213969309
122771847,250588578
122771847,48459607
122795357,37238862
122852269,359932062
122852269,57516750
122874598,34428380
122874598,43003845
12294012,115485051
12294012,16099472
12294012,7405512
12294012,7813092
123044076,261175763
123044076,45742889
123044076,462495988
123044076,70314632
12309582,115485051
12309582,138859804
12309582,14231571
12309582,17104751
12309582,18346587
12309582,275686563
12309582,3496641
12313162,31353077
12313162,42375002
123185534,23543726
123185534,83941972
12321512,17019535
12321512,25843787
12321512,274663230
12321512,552582271
12321512,68440549
12321512,72841362
123287304,57851704
123287376,10305212
123287376,105250713
123287376,112758378
123287376,122250398
123287376,125155743
123287376,14179822
123287376,14227938
123287376,15829688
123287376,15874998
123287376,16129920
123287376,16491104
123287376,16906137
123287376,19242665
123287376,27123985
123287376,33276161
123287376,4230121
123287376,55795410
123287376,59040661
123287376,6613122
123287376,66668490
123287376,68809622
123287376,97311396
123287376,9930742
12331382,14414761
12331382,14464369
12331382,14865325
12331382,15666380
12343392,222709589
12350092,12158
12350092,14233500
12350092,14334873
12350092,25993
12350092,639013
123584688,15087011
123584688,59986919
123602987,26422087
123649850,125120339
123649850,149461965
123649850,183657870
123649850,187773078
123649850,189256740
123649850,197504076
123649850,220729949
123649850,234018448
123649850,254123924
123649850,27760317
123649850,312303281
123649850,34428380
123649850,43003845
123691420,108837222
123691420,193735069
123691420,270815369
123691420,288010312
123740283,106465656
123740283,22294034
123740283,260855877
123740283,40328833
123740283,5047361
123740283,61592079
123862119,28471924
123862119,54246944
123960137,27760317
124011390,30239306
124023644,109615563
124023644,69427169
124023644,95728838
12406972,17452154
12406972,21148293
12406972,22027186
12415722,14803372
12415722,20155760
12415722,282792355
12415722,3779381
12415722,39585367
12415722,44992488
12415722,460272173
12415722,484991854
12415722,6875422
12415722,8295072
124179300,19324146
124179300,20436922
124179300,241214783
124179300,31353077
124179300,37567043
124179300,7410792
124240560,5402612
1242511,10191272
1242511,12477472
1242511,14749486
1242511,3829151
1242511,767396
124335448,32385762
124335448,413456718
124335448,44451467
124335448,46466740
12436442,1000591
12436442,14834340
12436442,15127990
12436442,15865878
12436442,20749410
12436442,2384071
12436442,38259087
12436442,3829151
12436442,48713560
12436442,6017542
12436442,852251
124406596,19745224
124406596,34767242
124406596,37879200
124444856,124886495
124444856,177161911
124444856,4494
124444856,64838619
124496369,128585983
124496369,199427376
124496369,221470391
124496369,36875829
124524869,104069466
124524869,104352067
124524869,112911033
124524869,144230629
124524869,146502645
124524869,158604849
124524869,15977848
124524869,16137201
124524869,17135252
124524869,180703296
124524869,215180009
124524869,217300535
124524869,227238239
124524869,238629864
124524869,25344641
124524869,26281970
124524869,42361118
124524869,47161442
124524869,475855047
124524869,506460125
124524869,553122146
124524869,5650332
124524869,7925002
124524869,81678820
124528830,112115650
124528830,121533789
124528830,156279258
124528830,187132738
124528830,187773078
124528830,19358562
124528830,196327549
124528830,204140367
124528830,204317520
124528830,217796457
124528830,221123246
124528830,225064360
124528830,236184723
124528830,254813547
124528830,258961912
124528830,271668270
124528830,277245740
124528830,285312927
124528830,327102622
124528830,34428380
124528830,356190582
124528830,380580781
124528830,43003845
124528830,440963134
124528830,529925379
124528830,56860418
124528830,57490887
124538838,157389290
124538838,210903999
124538838,93920315
124563980,34428380
124563980,362077620
124563980,43003845
124679471,309808270
124679471,3359851
12477472,14245253
12480582,30205586
12482312,6153752
124886495,18050996
124886495,431669343
124886495,809864
1249631,143116093
1249631,14519584
1249631,51912787
125120339,105585149
125120339,123649850
125120339,132709317
125120339,149657313
125120339,150070308
125120339,155951259
125120339,196327549
125120339,197504076
125120339,202387543
125120339,221829166
125120339,238201669
125120339,27760317
125120339,281674948
125120339,34428380
125120339,43003845
125120339,98426460
125155743,66668490
125295646,29587570
125295646,85102611
125348073,204317520
125348073,333815274
